s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,indzone,township,basiclvl,streetnames,name1,name2,matched_names,matched_addr,matched_countycode,Match Accuracy,Notes
FUJJOI,2009,"FUJIAN JOINLUCK ELECTRONIC ENTERPRISE CO., LTD","FUJIAN JOINLUCK ELECTRONIC ENTERPRISE CO., LTD",-,"DONGSHENG INDUSTRIAL AREA, CANGSHAN DISTRICT, ,",NA,NA,2/29/08,"dongsheng industrial area, cangshan district, ,","fujian joinluck electronic enterprise co., ltd","fujian joinluck electronic enterprise co., ltd",fujian,fuzhou,cangshan,NA,dongsheng,NA,NA,NA,fujian joinluck electronic,joinluck,福建省苍乐电子企业有限公司,东南社区则徐大道368号弄东升工业小区,3.5e+11,T,
BOJLIG,2009,"BOJIE LIGHTS CO., LTD.","BOJIE LIGHTS CO., LTD.",-,"JUQI INDUSTRIAL AREA, HUMEN TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, ,",NA,NA,2/28/07,"juqi industrial area, humen town, dongguan city, guangdong province, ,","bojie lights co., ltd.","bojie lights co., ltd.",guangdong,dongguan,dongguan,NA,juqi,humen,NA,NA,bojie lights,bojie,东莞柏杰灯饰有限公司,居岐管理区,4.42E+11,T,
BOWSPO,2009,BOWKER SPORTSWEAR (HE YUAN) COMPANY LTD,BOWKER SPORTSWEAR (HE YUAN) COMPANY LTD,NA,"ZONE A, FU MIN INDUSTRIAL PARK KE, BA LU, HE YUAN HI-TECH DEVELOPMENT, ZONE HE YUAN,",NA,NA,10/31/08,"zone a, fu min industrial park ke, ba lu, he yuan hi-tech development, zone he yuan,",bowker sportswear (he yuan) company ltd,bowker sportswear (he yuan) company ltd,guangdong,heyuan,NA,NA,fumin,NA,NA,NA,bowker sportswear,bowker,宝嘉运动服装(河源)有限公司,科技八路富民工业园A区,4.42e+11,T,
CHEKUN,2009,CHENG KUNG HU GARMENTS CO. LTD.,CHENG KUNG HU GARMENTS CO. LTD.,NA,"6-7 JU JIAN BUILDING, NANSHAN ROAD, SHENZHEN, CHINA",NA,NA,2/23/09,"6-7 ju jian building, nanshan road, shenzhen, china",cheng kung hu garments co. ltd.,cheng kung hu garments co. ltd.,guangdong,shenzhen,nanshan,"c(""6"", ""7"")",NA,NA,NA,nanshan,cheng kung hu garments,chengkunghu,深圳成功湖制衣有限公司,"南山鉅建工业大厦6、7楼,南山区登良路南油第二工业区205栋6楼",4.40E+11,T,
CITFOO,2009,CITY FOOTWEAR MFY.,CITY FOOTWEAR MFY.,NAN QU HUAN CHENG SHOES FACTORY,"COMFORT IND. BLDG., NO.22-28, CHENGNAN 2ND RD. NANQU, ZHONGSHAN CITY, GUANGDONG PROVINCE,",NA,NA,2/20/06,"comfort ind. bldg., no.22-28, chengnan 2nd rd. nanqu, zhongshan city, guangdong province,",city footwear mfy.,city footwear mfy.,guangdong,zhongshan,zhongshan,"c(""22"", ""28"", ""2"")",NA,NA,NA,chengnan,footwear,NA,中山市南区环城鞋厂,城南二路22号-28号,4.42e+11,T,
DONCUM,2009,DONGGUAN CUMBERLAND GARMENTS CO LTD,DONGGUAN CUMBERLAND GARMENTS CO LTD,NA,"LUXI VILLAGE, GAOBU TOWN, ,",NA,NA,2003-10-06,"luxi village, gaobu town, ,",dongguan cumberland garments co ltd,dongguan cumberland garments co ltd,guangdong,dongguan,dongguan,NA,NA,gaobu,luxi,NA,dongguan cumberland garments,cumberland,东莞市金巴伦服装有限公司,卢溪高龙路,4.42E+11,T,
DONPLA,2009,DONGGUAN SUPREME PLASTIC & METAL MANUFACTORY CO. LTD,DONGGUAN SUPREME PLASTIC & METAL MANUFACTORY CO. LTD,-,"JIAOLI INDUSTRIAL DIRSTRICT, ZHONG TONG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,2010-03-05,"jiaoli industrial dirstrict, zhong tong town, dongguan city, guangdong province,",dongguan supreme plastic & metal manufactory co. ltd,dongguan supreme plastic & metal manufactory co. ltd,guangdong,dongguan,dongguan,NA,jiaoli,zhong tong,NA,NA,dongguan supreme plastic  metal manufactory,supreme,东莞竞业塑胶五金制品厂有限公司,蕉利中堂桥下,4.42E+11,T,
DONWAH,2009,DONGGUAN WAH SUN GARMENT CO LTD,DONGGUAN WAH SUN GARMENT CO LTD,NA,"YONGNING RD. LONGSHAN INDUSTRIAL PARK, ZHANG MU TOU TOWN, ,",NA,NA,5/28/05,"yongning rd. longshan industrial park, zhang mu tou town, ,",dongguan wah sun garment co ltd,dongguan wah sun garment co ltd,guangdong,dongguan,dongguan,NA,longshan,zhang mu tou,NA,yongning,dongguan wah sun garment,wahsun,东莞华新制衣有限公司,樟罗龙山工业区华新厂,4.42e+11,L,
DOSUKN,2009,DONGGUAN SUNRISE KNITTING LIMITED,DONGGUAN SUNRISE KNITTING LIMITED,NA,"BAI YUN QIAN INDUSTRIAL ZONE, CAIBIAN, DALANG TOWN,DONGGUAN, GUANGDONG, CHINA, ,",NA,NA,8/29/07,"bai yun qian industrial zone, caibian, dalang town,dongguan, guangdong, china, ,",dongguan sunrise knitting limited,dongguan sunrise knitting limited,guangdong,dongguan,dongguan,NA,baiyunqian,dalang,NA,NA,dongguan sunrise knitting,sunrise,东莞升丽针织有限公司,蔡边村白云前工业区,4.42e+11,T,
EXCSHE,2009,EXCEL OCEAN GARMENT (SHENZHEN) COMPANY LIMITED,EXCEL OCEAN GARMENT (SHENZHEN) COMPANY LIMITED,NA,"RUNCHANG INDUSTRIAL PARK,BULAN ROAD, XUEXIANG DISTRICT, BANTIAN, LONGGANG,",NA,NA,5/14/07,"runchang industrial park,bulan road, xuexiang district, bantian, longgang,",excel ocean garment (shenzhen) company limited,excel ocean garment (shenzhen) company limited,guangdong,shenzhen,longgang,NA,runchang,NA,NA,bulan,excel ocean garment,excelocean,绰海服饰(深圳)有限公司,雪象社区布澜路润昌工业区工业厂房1-6层,4.4e+11,T,
GUADEY,2009,GUANGDONG DEYING HOUSEWARES & HARDWARE CO. LTD,GUANGDONG DEYING HOUSEWARES & HARDWARE CO. LTD,-,"NO.2, NORTH-8-4, WUSHA INDUSTRIAL PARK, DALIANG, SHUNDE, FOSHAN CITY, GUANGDONG PROVINCE,",NA,NA,2011-12-07,"no.2, north-8-4, wusha industrial park, daliang, shunde, foshan city, guangdong province,",guangdong deying housewares & hardware co. ltd,guangdong deying housewares & hardware co. ltd,guangdong,foshan,shunde,"c(""2"", ""8"", ""4"")",wusha,NA,NA,NA,guangdong deying housewares  hardware,NA,广东德盈家居用品有限公司,五沙工业园北-8-4之二,4.41e+11,T,
GUAMON,2009,"MONSAREE GARMENT CO., LTD.","MONSAREE GARMENT CO., LTD.",NA,"NO.21, PINGBU ROAD, HUADU REGION, , ,",NA,NA,2009-04-03,"no.21, pingbu road, huadu region, , ,","monsaree garment co., ltd.","monsaree garment co., ltd.",guangdong,guangzhou,huadu,21,NA,NA,NA,pingbu,monsaree garment,monsaree,广州市蒙莎丽制衣有限公司,平步大道中大弄庄段,4.40E+11,T,
GUCISU,2009,"GUANGZHOU CITY SUN KONG TOYS CO., LTD","GUANGZHOU CITY SUN KONG TOYS CO., LTD",-,"NO.22, GUANG CONG SOUTH ROAD, SHENGGANG TOWN, CONGHUA, ,",NA,NA,2005-08-06,"no.22, guang cong south road, shenggang town, conghua, ,","guangzhou city sun kong toys co., ltd","guangzhou city sun kong toys co., ltd",guangdong,guangzhou,conghua,22,NA,shenggang,NA,guangcong,guangzhou  sun kong toys,sunkong,广州市神岗玩具有限公司,神岗广从南路,4.4e+11,T,
HUIRIS,2009,"HUIZHOU RISEHERO PLASTIC PRODUCTS CO,LTD","HUIZHOU RISEHERO PLASTIC PRODUCTS CO,LTD",NA,"Humei Building, Yong Liang Road, Yonghu Town,Huiyang District, ,",Toys,56,2004-08-09,"humei building, yong liang road, yonghu town,huiyang district, ,","huizhou risehero plastic products co,ltd","huizhou risehero plastic products co,ltd",guangdong,huizhou,huiyang,NA,NA,yonghu,NA,yongliang,huizhou risehero plastic,risehero,惠州市雄升塑胶制品有限公司,永良路边,4.41e+11,T,
HWAJAN,2009,"HWA-JAN LIGHTING (DONGGUAN) CO., LTD.","HWA-JAN LIGHTING (DONGGUAN) CO., LTD.",NA,"HUANAN INDUSTRIAL AREA OF, LIAOBU TOWN, ,",NA,NA,2012-07-04,"huanan industrial area of, liaobu town, ,","hwa-jan lighting (dongguan) co., ltd.","hwa-jan lighting (dongguan) co., ltd.",guangdong,dongguan,dongguan,NA,huanan,liaobu,NA,NA,hwajan lighting,hwajan,华展照明(东莞)有限公司,石步村华南工业园,4.42e+11,T,
JPLWCL,2009,J & P LEATHERWARE CO. LTD.,"FOSHAN NANHAI QIAO ER SI LEATHERWARE CO., LTD.",NA,"NO. 13 SHUN JING DA DAO, HE GUI INDUSTRIAL PART, PHASE 2 NAN HAI AREA, FOSHAN CITY, GUANG DONG,",NA,NA,2004-07-09,"no. 13 shun jing da dao, he gui industrial part, phase 2 nan hai area, foshan city, guang dong,",j & p leatherware co. ltd.,"foshan nanhai qiao er si leatherware co., ltd.",guangdong,foshan,nanhai,13,hegui,NA,NA,NA,j  p leatherware,jp,佛山市南海乔尔斯皮具制品有限公司,和桂工业园B区顺景大道13号,4.41e+11,T,
KATAFT,2009,KAM TAI GARMENT FACTORY LTD,KAM TAI GARMENT FACTORY LTD,NA,"No.78 Chang Hu Street, Xiao Jin Kou, Hui Cheng, HUI ZHOU, ,",NA,NA,2008-07-07,"no.78 chang hu street, xiao jin kou, hui cheng, hui zhou, ,",kam tai garment factory ltd,kam tai garment factory ltd,guangdong,huizhou,huicheng,78,NA,NA,NA,changhu,kam tai garment,kamtai,惠州市金泰制衣有限公司,长湖街48号,4.41e+11,T,
LENMET,2009,"LENGJER METAL & PLASTIC CO.,LTD","LENGJER METAL & PLASTIC CO.,LTD",-,"NO.2, XIANFENG ROAD,188 INDUSTRIAL ZONE, PING-SHAN MANAGEMENT AREA, TANG XIA ZHEN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,3/29/06,"no.2, xianfeng road,188 industrial zone, ping-shan management area, tang xia zhen, dongguan city, guangdong province,","lengjer metal & plastic co.,ltd","lengjer metal & plastic co.,ltd",guangdong,dongguan,dongguan,"c(""2"", ""188"")",NA,NA,NA,xianfeng,lengjer metal  plastic,lengjer,东莞良佳五金塑胶制品有限公司,平山先锋路2号,4.42e+11,T,
LONFUR,2009,"LONG SHARP FURNITURE (SHENZHEN) CO., LTD","LONG SHARP FURNITURE (SHENZHEN) CO., LTD",-,"Block 1, Gaoyuan Village, Benkang Industrial Park, Kuichong, Longgang District,",NA,NA,2004-10-09,"block 1, gaoyuan village, benkang industrial park, kuichong, longgang district,","long sharp furniture (shenzhen) co., ltd","long sharp furniture (shenzhen) co., ltd",guangdong,shenzhen,longgang,1,benkang,NA,gaoyuan,NA,long sharp furniture,longsharp,朗锋家具（深圳）有限公司,奔康工业区A19栋,4.4e+11,T,
LUNSHE,2009,LUNG KAE GARMENT (SHENZHEN) LTD.,LUNG KAE GARMENT (SHENZHEN) LTD.,NA,"BLOCK 4, TONG FU YU INDUSTRIAL ZONE, KU KENG,  GUAN LAN, SHEN ZHEN,",NA,NA,4/27/07,"block 4, tong fu yu industrial zone, ku keng,  guan lan, shen zhen,",lung kae garment (shenzhen) ltd.,lung kae garment (shenzhen) ltd.,guangdong,shenzhen,NA,4,tongfuyu,NA,NA,NA,lung kae garment,lungkae,龙基服装(深圳)有限公司,同富裕工业区第6栋,4.40E+11,T,
MDLINF,2009,"FOSHAN MIDAS-LIN FURNITURE CO., LTD","FOSHAN MIDAS-LIN FURNITURE CO., LTD",-,"No 548 Gaoming Road Central, Yang-He Town, Gaoming District, Foshan City, Guangdong Province,",NA,NA,7/12/00,"no 548 gaoming road central, yang-he town, gaoming district, foshan city, guangdong province,","foshan midas-lin furniture co., ltd","foshan midas-lin furniture co., ltd",guangdong,foshan,gaoming,548,NA,he,NA,gaoming,foshan midaslin furniture,midaslin,佛山葳林家具有限公司,和顺路548号,4.41E+11,T,
OCECOM,2009,"OCEAN COMPUTER TECHNOLOGY (SHENZHEN) CO., LTD.","OCEAN COMPUTER TECHNOLOGY (SHENZHEN) CO., LTD.",-,"BLOCK 1, 6 INDUSTRIAL DISTRICT, YULV VILLAGE, GONG MING TOWN, GUANG MING NEW DISTRICT,",NA,NA,9/14/09,"block 1, 6 industrial district, yulv village, gong ming town, guang ming new district,","ocean computer technology (shenzhen) co., ltd.","ocean computer technology (shenzhen) co., ltd.",guangdong,shenzhen,NA,"c(""1"", ""6"")",NA,gong ming,yulv,NA,ocean computer technology,oceancomputer,海林电脑科技(深圳)有限公司,玉律社区第六工业区第一栋,4.40E+11,T,https://www.hdmi.org/learningcenter/adopters_founders.aspx
QUAKNI,2009,QUALITY KNITWEAR LIMITED,DONGGUAN QUALITY KNITWEAR LIMITED,东莞精致针织有限公司,"SHUJIU VILLAGE, CHANGPI TOWN, , ,",NA,NA,2006-02-05,"shujiu village, changpi town, , ,",quality knitwear limited,dongguan quality knitwear limited,guangdong,dongguan,NA,NA,NA,changpi,shujiu,NA,quality knitwear,quality,东莞精致针织有限公司,漱旧.,4.42e+11,T,
SHECEN,2009,SHENZHEN CENGOLD GARMENT LTD,SHENZHEN CENGOLD GARMENT LTD,NA,"BUILDING E, WENTAO INDUSTRIAL ZONE, YINRENSHI VILLAGE, SHIYAN TOWN, baoan DISTRICT, ,",NA,NA,2012-05-05,"building e, wentao industrial zone, yinrenshi village, shiyan town, baoan district, ,",shenzhen cengold garment ltd,shenzhen cengold garment ltd,guangdong,shenzhen,baoan,NA,wentao,shiyan,yinrenshi,NA,shenzhen cengold garment,cengold,深圳振昇制衣有限公司,应人石村,4.40E+11,T,
SUELSH,2009,SUNGALE ELECTRONICS (SHENZHEN) LIMITED,SUNGALE ELECTRONICS (SHENZHEN) LIMITED,-,"YANGYONG INDUSTRIAL DISTRICT, SHAPU VILLAGE, SONGGANG TOWN, BAOAN,",NA,NA,2005-09-07,"yangyong industrial district, shapu village, songgang town, baoan,",sungale electronics (shenzhen) limited,sungale electronics (shenzhen) limited,guangdong,shenzhen,baoan,NA,yangyong,songgang,shapu,NA,sungale electronics,sungale,奇诺光瑞电子(深圳)有限公司,沙浦围,4.40E+11,T,
ZHOCAN,2009,ZHONGSHAN CANSUM GARMENT CO. LTD,"ZHONGSHAN CANSUM GARMENT FACTORY CO., LTD.",NA,"1-5/F & 8/F OF BLOCK A, MAN SUM TEXTILE BUILDING, EAST OF JUCHENG ROAD, XIAOLAN TOWN, ZHONGSHAN CITY,GUANGDONG,",NA,NA,5/30/05,"1-5/f & 8/f of block a, man sum textile building, east of jucheng road, xiaolan town, zhongshan city,guangdong,",zhongshan cansum garment co. ltd,"zhongshan cansum garment factory co., ltd.",guangdong,zhongshan,zhongshan,"c(""1"", ""5"", ""8"")",NA,xiaolan,NA,jucheng,zhongshan cansum garment,cansum,中山坚成制衣厂有限公司,菊城大道东,4.42E+11,T,
FARESZ,2009,FAR EASTERN APPAREL (SU ZHOU) LTD.,FAR EASTERN APPAREL (SU ZHOU) LTD.,NA,"NO.88, TIANLING ROAD, WUZHONG ECONOMIC DEVELOPMENT DISTRICT, ,",NA,NA,8/19/05,"no.88, tianling road, wuzhong economic development district, ,",far eastern apparel (su zhou) ltd.,far eastern apparel (su zhou) ltd.,anhui,suzhou,NA,88,NA,NA,NA,tianling,far eastern apparel,fareastern,远东服装（苏州）有限公司,天灵路29号,3.21E+11,T,Typo
FUZGRE,2009,FUZHOU GREAT UNION GARMENT MFG LTD.,FUZHOU GREAT UNION GARMENT MFG LTD.,NA,"BUILDING 9-10TH, GU LOU GARDON, JU YUAN SECTION, JIN SHANG INDUSTRIAL DISTRICT,",NA,NA,8/25/08,"building 9-10th, gu lou gardon, ju yuan section, jin shang industrial district,",fuzhou great union garment mfg ltd.,fuzhou great union garment mfg ltd.,jiangxi,fuzhou,gulou,"c(""9"", ""10"")",jinshang,NA,NA,NA,fuzhou great union garment,greatunion,福州汇邦制衣有限公司,橘园洲鼓楼园9#10#,3.50E+11,T,
GOCHTO,2009,GOLDEN CHENGHU TOYS CO.LTD,SUZHOU JINCHENGHU TOYS COMPANY LIMITED,NA,"XITANG VILLAGE, LUZHI TOWN, WUZHONG DISTRICT, SUZHOU CITY, ,",NA,NA,4/28/09,"xitang village, luzhi town, wuzhong district, suzhou city, ,",golden chenghu toys co.ltd,suzhou jinchenghu toys company limited,anhui,suzhou,wuzhong,NA,NA,luzhi,xitang,NA,golden chenghu toys,goldenchenghu,苏州市金澄湖玩具有限公司,F直镇澄东村（西塘）,3.21e+11,T,
RAIMAR,2009,"RAIN MART(FUZHOU) PLASTIC PRODUCTS CO., LTD (CHINA-S1)","RAIN MART(FUZHOU) PLASTIC PRODUCTS CO., LTD (CHINA-S1)",NA,"NO.67 FUGUANG ROAD, FUXING INVESTMENT ZONE, GUSHON TOWN, FUZHOU CITY, ,",NA,NA,2006-07-07,"no.67 fuguang road, fuxing investment zone, gushon town, fuzhou city, ,","rain mart(fuzhou) plastic products co., ltd (china-s1)","rain mart(fuzhou) plastic products co., ltd (china-s1)",jiangxi,fuzhou,NA,67,NA,gushon,NA,fuguang,rain mart,rainmart,运佳（福州）塑胶制品有限公司,福光路67号,3.50E+11,T,
SUJIEN,2009,SUZHOU JINCHENG EXQUISITE GARMENT CO. LTD.,SUZHOU JINCHENG EXQUISITE GARMENT CO. LTD.,NA,"NO. 93 SOUTHERN YINGCHUN ROAD, WUZHONG DISTRICT, , ,",NA,NA,4/28/09,"no. 93 southern yingchun road, wuzhong district, , ,",suzhou jincheng exquisite garment co. ltd.,suzhou jincheng exquisite garment co. ltd.,anhui,suzhou,wuzhong,93,NA,NA,NA,yingchun,suzhou jincheng exquisite garment,jinchengexquisite,苏州锦程服装精品有限公司,吴中开发区迎春南路93号,3.21e+11,T,
SUTIAP,2009,"SUZHOU TIANYU APPAREL CO., LTD","SUZHOU TIANYU APPAREL CO., LTD",NA,"NO.158-46 HUASHAN RD, NEW DISTRICT OF SUZHOU CITY, ,",NA,NA,2006-08-07,"no.158-46 huashan rd, new district of suzhou city, ,","suzhou tianyu apparel co., ltd","suzhou tianyu apparel co., ltd",anhui,suzhou,NA,"c(""158"", ""46"")",NA,NA,NA,huashan,suzhou tianyu apparel,tianyu,苏州新区天裕服饰有限公司,苏州高新区华山路158-46号,3.21e+11,T,
SUZHYT,2009,"SUZHOU HYTEX APPARELS  CO.,LTD.","SUZHOU HYTEX APPARELS  CO.,LTD.",NA,"NO.18, ZHONG XIN RD., INDUSTRIAL PARK SHAXI TOWN, TAICANG CITY, JAINGSU, PROVINCE P.R. CHINA",NA,NA,4/23/09,"no.18, zhong xin rd., industrial park shaxi town, taicang city, jaingsu, province p.r. china","suzhou hytex apparels  co.,ltd.","suzhou hytex apparels  co.,ltd.",anhui,suzhou,taicang,18,NA,industrial park shaxi,NA,zhongxin,suzhou hytex apparels,hytex,苏州凯德斯服装有限公司,太仓市沙溪镇工业开发区中心路18号,3.21E+11,T,https://www.qichacha.com/firm_095fe496f93c67e830b381b1809cee9b.html
SUZXUE,2009,"SUZHOU XUEERKE GARMENT CO., LTD","SUZHOU XUEERKE GARMENT CO., LTD",NA,"BAONAN INDUSTRIAL PARK, SHI HU DONG ROAD, ,",NA,NA,11/14/07,"baonan industrial park, shi hu dong road, ,","suzhou xueerke garment co., ltd","suzhou xueerke garment co., ltd",anhui,suzhou,NA,NA,baonan,NA,NA,shihudong,suzhou xueerke garment,xueerke,苏州雪尔克服饰有限公司,石湖东路54号,3.21E+11,T,
UNIFUZ,2009,"UNION CHINA (FUZHOU) PAPER PRODUCTS CO., LTD","UNION CHINA (FUZHOU) PAPER PRODUCTS CO., LTD",-,"NO. 16 BAIHUAZHOU ROAD, PUSHANG AREA, JINSHAN INDUSTRY ZONE, ,",NA,NA,2005-07-07,"no. 16 baihuazhou road, pushang area, jinshan industry zone, ,","union china (fuzhou) paper products co., ltd","union china (fuzhou) paper products co., ltd",jiangxi,fuzhou,NA,16,NA,NA,NA,baihuazhou,union   paper,union,正高（福州）纸品有限公司,百花洲16号,3.5e+11,T,http://www.huquan.net/detail/2100617.html
WUJCHA,2009,WUJIANG CHAMPION ALPHA GARMENTS CO. LTD,WUJIANG CHAMPION ALPHA GARMENTS CO. LTD,NA,"NO.96, YUANXIN ROAD, TAO YUAN TOWN, WUJIANG CITY, , ,",NA,141,1/15/04,"no.96, yuanxin road, tao yuan town, wujiang city, , ,",wujiang champion alpha garments co. ltd,wujiang champion alpha garments co. ltd,anhui,suzhou,wujiang,96,NA,tao yuan,NA,yuanxin,wujiang champion alpha garments,championalpha,吴江骏雅制衣有限公司,远欣路96号,3.21e+11,T,
TIAMEN,2009,TIANJIN AO MENG GARMENTS LTD.,TIANJIN AO MENG GARMENTS LTD.,NA,"THE SOUTH OF YANGYU ROAD, XIACANG TOWN, JIXIAN, , ,",NA,NA,3/27/06,"the south of yangyu road, xiacang town, jixian, , ,",tianjin ao meng garments ltd.,tianjin ao meng garments ltd.,tianjin,tianjin,NA,NA,NA,xiacang,NA,yangyu,tianjin ao meng garments,aomeng,天津澳蒙制衣有限公司,后屯村,1.2e+11,T,
TIARUI,2009,TIANJIN RUIYUAN GARMENTS CO. LTD.,TIANJIN RUIYUAN GARMENTS CO. LTD.,NA,"Heilangkou Industrial Zone, Koudong Town, Baodi District, Tianjin City, China, ,",NA,NA,8/29/03,"heilangkou industrial zone, koudong town, baodi district, tianjin city, china, ,",tianjin ruiyuan garments co. ltd.,tianjin ruiyuan garments co. ltd.,tianjin,tianjin,NA,NA,heilangkou,koudong,NA,NA,tianjin ruiyuan garments,ruiyuan,天津市瑞源制衣有限公司,口东,1.2e+11,T,
TIAYUH,2009,"TIANJIN YUHUA GARMENTS INDUSTRIAL CO.,LTD.","TIANJIN YUHUA GARMENTS INDUSTRIAL CO.,LTD.",NA,"NO.449, CHANGJIANG ROAD, NANKAI DISTRICT, , ,",NA,NA,9/14/05,"no.449, changjiang road, nankai district, , ,","tianjin yuhua garments industrial co.,ltd.","tianjin yuhua garments industrial co.,ltd.",tianjin,tianjin,nankai,449,NA,NA,NA,changjiang,tianjin yuhua garments,yuhua,天津市宇华制衣实业公司,长江道449号,1.2e+11,T,
CHXIST,2009,"CHANGSHU XINDA CULTURAL ARTICLES CO.,LTD","CHANGSHU XINDA CULTURAL ARTICLES CO.,LTD",NA,"28. Mogan Road,Mocheng management area, YuShan Town, changshu City, ,",NA,NA,9/29/07,"28. mogan road,mocheng management area, yushan town, changshu city, ,","changshu xinda cultural articles co.,ltd","changshu xinda cultural articles co.,ltd",jiangsu,suzhou,changshu,28,NA,yushan,NA,mogan,changshu xinda cultural articles,xinda,常熟是鑫达文化用品有限公司,常熟市虞山镇燕巷村,3.21E+11,T,
SUZTEN,2009,"KUNSHAN TENGFEI UNDERWEAR CO., LTD","KUNSHAN TENGFEI UNDERWEAR CO., LTD",NA,"TONGQIU RD, ZHANGPU TOWN, , ,",NA,NA,3/20/07,"tongqiu rd, zhangpu town, , ,","kunshan tengfei underwear co., ltd","kunshan tengfei underwear co., ltd",jiangsu,suzhou,kunshan,NA,NA,zhangpu,NA,tongqiu,kunshan tengfei underwear,tengfei,昆山腾飞内衣有限公司,昆山市张浦镇垌丘路南侧,3.21e+11,T,
WUXPRI,2009,"WUXI HUATENG TEXTILES PRINTING & DYEING CO.,LTD","WUXI HUATENG TEXTILES PRINTING & DYEING CO.,LTD",-,"No.19-1 Huangnan Road, Wennan Village, WenlinTown,Area D,Zhutang Industry Park, Jiangyin, ,",NA,NA,2003-07-08,"no.19-1 huangnan road, wennan village, wenlintown,area d,zhutang industry park, jiangyin, ,","wuxi huateng textiles printing & dyeing co.,ltd","wuxi huateng textiles printing & dyeing co.,ltd",jiangsu,wuxi,jiangyin,"c(""19"", ""1"")",NA,NA,wennan,huangnan,wuxi huateng textiles printing  dyeing,huateng,无锡华腾针织印染有限公司,江阴市祝塘镇文林文南路58号,3.2e+11,T,
SHAYOS,2009,"SHAOXING YONG SHUN PRINTING & DYEING CO.,LTD","SHAOXING YONG SHUN PRINTING & DYEING CO.,LTD",NA,"BINHAI INDUSTRIAL PARK, SHAOXING COUNTY, , ,",NA,NA,10/16/08,"binhai industrial park, shaoxing county, , ,","shaoxing yong shun printing & dyeing co.,ltd","shaoxing yong shun printing & dyeing co.,ltd",zhejiang,shaoxing,NA,NA,binhai,NA,NA,NA,shaoxing yong shun printing  dyeing,yongshun,绍兴勇舜印染有限公司,滨海工业区滨中路,3.31e+11,T,
SHDAST,2009,"SHAOXING DALING STATIONERY CO., LTD","SHAOXING DALING STATIONERY CO., LTD",NA,"BIBOTAN VILLAGE, SUNDUAN TOWN, SHAOXING, ZHEJIANG, ,",NA,NA,2002-07-09,"bibotan village, sunduan town, shaoxing, zhejiang, ,","shaoxing daling stationery co., ltd","shaoxing daling stationery co., ltd",zhejiang,shaoxing,NA,NA,NA,sunduan,bibotan,NA,shaoxing daling stationery,daling,绍兴县大灵文教用品有限公司,碧波潭,3.31e+11,T,
ZHEBEA,2009,ZHEJIANG JINDELI BEAUTY AND HAIRDRESSING HOUSEHOLD APPLIANCE CO. LTD.,ZHEJIANG JINDELI BEAUTY AND HAIRDRESSING HOUSEHOLD APPLIANCE CO. LTD.,NA,"MEIYU INDUSTRIAL ZONE, GUOXI, OUHAI, WENZHOU, ZHEJIANG,",NA,NA,2005-12-09,"meiyu industrial zone, guoxi, ouhai, wenzhou, zhejiang,",zhejiang jindeli beauty and hairdressing household appliance co. ltd.,zhejiang jindeli beauty and hairdressing household appliance co. ltd.,zhejiang,wenzhou,ouhai,NA,meiyu,NA,NA,NA,zhejiang jindeli beauty and hairdressing household appliance,jindeli,浙江金得利美容美发家电有限公司,梅屿工业区,3.3e+11,T,
ZHFEEL,2009,"ZHEJIANG FENGKAI ELECTRIC CO., LTD","ZHEJIANG FENGKAI ELECTRIC CO., LTD",NA,"QIAOXIA INDUSTRIAL ZONE, YONGKANG, ZHEJIANG PROVINCE,",NA,NA,3/30/09,"qiaoxia industrial zone, yongkang, zhejiang province,","zhejiang fengkai electric co., ltd","zhejiang fengkai electric co., ltd",zhejiang,jinhua,yongkang,NA,qiaoxia,NA,NA,NA,zhejiang fengkai electric,fengkai,浙江丰恺电器有限公司,龙川村桥下工业区,3.31e+11,T,
